ID,Gender,BAMajor,BAGPA,yrs_work,yrs_python,yrs_R,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,GPA
20210393,M,Computer Science,3.22,4,1,1,74.29,74.73,65.07,91.62,90.82,101.27,70.71,76.89,78.07,35.23,74.48,74.80,65.22,83.94,82.48,102.56,50.00,59.12,60.95,12.41,3.48
20210394,F,Applied Math,3.01,1,1,2,73.08,77.84,76.42,72.75,56.67,75.94,57.95,68.88,59.50,33.09,73.20,77.87,76.59,52.93,32.11,57.67,33.58,47.44,35.40,10.95,3.17
20210395,M,Information Systems,3.37,3,3,1,84.67,72.49,75.94,76.18,85.22,88.58,73.49,81.05,84.79,18.12,84.84,72.68,76.12,58.03,72.62,78.46,54.01,65.69,71.89,3.28,3.52
20210396,M,Computer Science,3.22,4,1,1,74.29,74.73,65.07,91.62,90.82,101.27,70.71,76.89,78.07,35.23,74.33,74.85,65.23,83.94,82.48,102.56,50.00,59.12,60.95,12.41,3.48
20210397,F,Computer Science,3.13,0,2,0,35.92,38.68,51.62,65.62,47.57,60.41,47.57,50.90,51.97,56.67,36.08,38.85,51.79,43.06,22.63,36.49,22.63,25.91,27.01,32.11,2.77
20210398,F,Applied Math,3.06,3,2,1,85.51,81.05,83.93,68.08,86.92,79.92,79.00,67.00,61.31,0.00,85.63,81.18,84.03,46.35,75.55,63.87,62.41,44.89,37.59,0.00,3.33
20210399,F,Information Systems,3.33,1,2,1,53.88,56.02,66.45,55.04,53.35,77.13,59.50,79.00,78.54,47.95,53.92,56.17,66.47,30.29,28.46,59.49,35.40,62.41,61.69,22.99,3.34
20210400,F,Information Systems,4,0,2,2,78.74,74.97,75.45,59.19,65.35,65.90,80.83,74.97,58.26,64.50,78.79,75.06,75.59,35.03,42.71,43.43,65.33,56.21,33.94,41.60,3.80
20210401,F,Applied Math,3.11,1,1,2,90.00,76.65,63.36,66.45,66.18,57.31,58.57,74.97,61.01,57.31,90.18,76.78,63.47,44.16,43.80,32.84,34.30,56.21,37.22,32.84,3.15
20210402,F,Applied Math,3.41,0,2,4,82.74,89.40,96.47,65.35,55.37,56.02,75.45,76.65,81.05,74.73,82.86,89.40,96.48,42.71,30.66,31.38,56.93,58.75,65.69,55.85,3.62
20210403,F,Information Systems,3.12,2,1,2,69.30,71.22,80.60,75.21,79.23,61.01,78.54,54.03,76.18,25.63,69.48,71.39,80.61,56.57,62.77,37.22,61.69,29.19,58.03,6.57,3.24
20210404,M,Electronic Engineering,3.27,0,2,2,79.87,61.90,77.37,63.36,73.99,56.99,79.23,58.26,58.57,50.90,80.01,62.06,77.41,40.14,54.75,32.48,62.77,33.94,34.30,25.91,3.26
20210405,F,Computer Science,3.19,3,2,0,43.17,57.95,70.71,79.69,87.96,84.58,67.27,82.83,70.45,0.00,43.37,58.05,70.80,63.50,77.37,71.54,45.25,68.61,49.63,0.00,3.14
20210406,F,Information Systems,3.93,1,1,3,85.09,84.14,83.71,67.27,55.70,72.24,58.57,78.54,56.67,61.90,85.25,84.15,83.71,45.25,31.02,52.19,34.30,61.69,32.11,38.32,3.62
20210407,F,Information Systems,3.35,2,4,2,71.09,74.24,74.73,77.84,85.01,79.00,96.66,90.21,95.14,61.90,71.29,74.25,74.81,60.59,72.27,62.41,93.43,81.38,90.52,38.32,3.52
20210408,F,Applied Math,3.10,0,2,1,60.17,74.48,59.19,67.00,64.50,38.21,64.78,55.70,62.20,66.45,60.32,74.66,59.26,44.89,41.60,14.60,41.96,31.02,38.69,44.16,3.10
20210409,F,Applied Math,3.53,0,0,2,73.57,79.23,73.99,38.68,47.57,33.09,65.35,35.74,28.34,57.31,73.69,79.27,74.13,14.96,22.63,10.95,42.71,12.77,8.03,32.84,3.12
20210410,F,Information Systems,3.53,0,3,3,75.96,69.41,82.17,70.71,65.07,58.57,69.93,69.93,84.36,67.54,76.09,69.56,82.19,50.00,42.34,34.30,48.90,48.90,71.17,45.62,3.49
20210411,M,Information Systems,3.90,2,2,2,80.99,71.22,71.22,84.79,66.45,71.48,84.36,67.81,62.78,20.93,81.16,71.37,71.36,71.89,44.16,51.09,71.17,45.98,39.41,4.38,3.57
20210412,F,Applied Math,3.35,4,0,3,100.00,79.92,92.22,79.46,91.22,78.07,67.27,67.81,68.62,36.75,100.00,100.00,100.00,63.14,83.21,60.95,45.25,45.98,47.09,13.51,3.48
20210413,M,Others,3.13,0,1,0,62.50,48.71,57.63,49.45,20.04,58.57,33.64,61.61,67.54,57.31,62.70,48.90,57.80,24.45,4.02,34.30,11.32,37.96,45.62,32.84,2.81
20210414,F,Computer Science,3.29,2,2,2,81.87,64.22,78.54,89.40,83.49,78.07,78.54,74.24,82.83,35.23,81.99,64.25,78.60,79.92,69.71,60.95,61.69,55.12,68.61,12.41,3.46
20210415,F,Information Systems,3.37,0,2,3,82.52,77.13,80.83,67.27,47.57,47.57,65.90,65.35,83.05,61.31,82.57,77.21,81.01,45.25,22.63,22.63,43.43,42.71,68.97,37.59,3.48
20210416,F,Computer Science,3.07,3,3,1,66.13,68.62,71.22,85.22,92.41,86.50,78.07,79.92,86.71,13.51,66.24,68.76,71.40,72.62,85.40,74.82,60.95,63.87,75.19,1.83,3.33
20210417,M,Applied Math,3.08,3,2,4,90.00,100.00,100,93.59,88.38,92.81,77.37,74.48,72.49,55.70,90.07,100.00,100.00,87.59,78.11,86.14,59.86,55.47,52.55,31.02,3.66
20210418,F,Information Systems,3.61,3,4,1,72.34,65.62,83.27,94.37,74.97,88.17,85.01,95.14,79.92,42.72,72.47,65.76,83.39,89.06,56.21,77.74,72.27,90.52,63.87,18.25,3.71
20210419,F,Information Systems,3.93,1,1,3,85.09,84.14,83.71,67.27,55.70,72.24,58.57,78.54,56.67,61.90,85.28,84.23,83.72,45.25,31.02,52.19,34.30,61.69,32.11,38.32,3.62
20210420,F,Applied Math,3.24,0,0,3,75.73,75.70,68.35,51.62,47.18,35.23,44.80,46.40,59.19,46.01,75.76,75.79,68.42,26.65,22.26,12.41,20.07,21.53,35.03,21.17,3.01
20210421,F,Computer Science,3.12,1,4,2,72.59,70.19,74.97,71.99,70.19,92.41,90.62,84.79,74.73,69.67,72.63,70.28,75.14,51.83,49.27,85.40,82.12,71.89,55.85,48.54,3.45
20210422,F,Computer Science,2.96,2,2,2,75.96,78.07,85.22,77.84,87.55,82.17,68.08,82.61,82.39,44.80,76.02,78.25,85.28,60.59,76.65,67.52,46.35,68.24,67.88,20.07,3.26
20210423,M,Liberal Arts,3.19,2,1,0,66.67,57.31,40.97,61.61,80.15,57.31,57.63,67.54,74.97,47.95,66.82,57.33,40.98,37.96,64.24,32.84,33.21,45.62,56.21,22.99,3.03
20210424,M,Applied Math,3.17,4,0,2,85.30,88.38,87.96,90.42,74.48,77.13,67.54,73.49,69.14,33.09,85.34,88.55,88.09,81.76,55.47,59.49,45.62,54.01,47.80,10.95,3.44
20210425,M,Business,3.54,2,1,1,71.84,76.18,66.18,73.99,61.31,65.62,71.48,71.48,72.49,31.39,72.03,76.22,66.27,54.75,37.59,43.06,51.09,51.09,52.55,9.85,3.47
20210426,F,Applied Math,3.27,3,1,1,69.56,81.05,61.01,84.14,85.86,79.46,68.88,57.31,67.27,33.64,69.75,81.20,61.07,70.80,73.72,63.14,47.44,32.84,45.25,11.32,3.32
20210427,F,Information Systems,3.35,2,4,2,71.09,74.24,74.73,77.84,85.01,79.00,96.66,90.21,95.14,61.90,71.24,74.39,74.78,60.59,72.27,62.41,93.43,81.38,90.52,38.32,3.52
20210428,F,Computer Science,3.43,2,1,1,68.00,63.36,74.73,71.99,88.79,84.36,60.71,70.19,60.71,30.21,68.07,63.48,74.79,51.83,78.84,71.17,36.86,49.27,36.86,9.13,3.26
20210429,F,Electronic Engineering,3.58,3,2,1,66.93,81.50,60.41,77.13,77.84,76.42,67.00,76.65,77.13,0.00,67.05,81.51,60.47,59.49,60.59,58.40,44.89,58.75,59.49,0.00,3.48
20210430,F,Computer Science,3.43,4,3,1,67.47,83.71,73.99,89.61,86.50,97.22,78.07,89.40,73.49,0.00,67.49,83.77,74.13,80.30,74.82,94.52,60.95,79.92,54.01,0.00,3.63
20210431,F,Information Systems,3.87,0,2,3,81.43,73.99,83.93,47.18,58.57,67.00,73.74,81.50,68.88,56.67,81.54,74.02,84.05,22.26,34.30,44.89,54.38,66.42,47.44,32.11,3.68
20210432,F,Others,3.38,0,1,1,68.00,46.01,64.22,41.42,42.29,40.53,59.19,60.71,45.61,59.81,68.07,46.15,64.40,17.16,17.88,16.43,35.03,36.86,20.80,35.77,3.10
20210433,F,Information Systems,3.33,2,1,2,66.67,68.62,83.93,60.41,78.77,66.18,62.78,64.50,62.78,44.80,66.75,68.65,83.95,36.49,62.05,43.80,39.41,41.60,39.41,20.07,3.34
20210434,M,Others,3.05,1,2,0,50.09,37.24,50.90,66.73,73.00,63.07,61.31,56.99,71.22,43.56,50.28,37.40,50.91,44.53,53.29,39.78,37.59,32.48,50.72,18.97,2.88
20210435,F,Electronic Engineering,2.76,1,4,1,81.65,71.22,81.95,69.93,82.61,82.39,76.18,86.29,82.39,58.88,81.84,71.34,82.04,48.90,68.24,67.88,58.03,74.46,67.88,34.67,3.31
20210436,M,Computer Science,3.18,1,3,0,65.31,68.62,40.53,76.65,75.94,75.70,68.88,85.44,63.93,50.54,65.51,68.65,40.56,58.75,57.67,57.30,47.44,73.00,40.87,25.54,3.13
20210437,F,Others,2.53,3,1,1,52.19,53.01,51.26,82.83,80.60,85.65,67.27,53.01,75.21,44.39,52.33,53.17,51.26,68.61,64.96,73.36,45.25,28.10,56.57,19.70,2.78
20210438,M,Computer Science,2.97,1,4,1,71.09,71.22,64.22,74.73,74.97,72.24,79.00,79.46,78.77,35.23,71.16,71.25,64.30,55.85,56.21,52.19,62.41,63.14,62.05,12.41,3.12
20210439,F,Applied Math,3.27,3,1,1,69.56,81.05,61.01,84.14,85.86,79.46,68.88,57.31,67.27,33.64,69.64,81.20,61.04,70.80,73.72,63.14,47.44,32.84,45.25,11.32,3.32
20210440,F,Others,3.41,2,2,1,60.17,63.07,78.77,61.31,73.49,73.74,72.49,76.42,77.13,19.10,60.23,63.07,78.93,37.59,54.01,54.38,52.55,58.40,59.49,3.65,3.26
20210441,M,Business,3.26,3,1,1,63.64,71.48,65.35,80.15,66.73,84.36,71.74,87.55,79.69,22.60,63.79,71.67,65.42,64.24,44.53,71.17,51.47,76.65,63.50,5.11,3.20
20210442,M,Computer Science,3.41,0,2,0,39.71,61.90,46.80,60.41,68.35,68.35,49.08,68.62,61.90,56.35,39.82,62.06,46.83,36.49,46.72,46.72,24.09,47.09,38.32,31.75,3.17
20210443,M,Applied Math,2.58,0,1,4,39.68,61.86,46.79,60.37,68.36,68.35,49.01,68.63,61.92,56.35,39.77,62.03,46.78,36.50,46.68,46.75,24.05,47.14,38.27,31.74,3.17
20210444,M,Applied Math,3.68,2,2,3,93.33,84.14,75.21,72.49,63.93,83.05,78.30,64.22,67.54,51.62,93.52,84.25,75.41,52.55,40.87,68.97,61.31,41.24,45.62,26.65,3.77
20210445,F,Liberal Arts,3.17,1,1,2,80.54,59.50,70.71,70.71,71.74,61.31,75.45,67.54,75.21,51.26,80.64,59.60,70.81,50.00,51.47,37.59,56.93,45.62,56.57,26.28,3.15
20210446,M,Business,3.03,1,1,0,31.65,63.18,46.84,52.85,49.50,54.09,58.82,58.33,69.35,46.71,31.70,63.23,47.05,28.01,24.43,29.18,34.77,34.02,48.16,22.09,2.67
20210447,M,Computer Science,3.18,1,3,0,65.31,68.62,40.53,76.65,75.94,75.70,68.88,85.44,63.93,50.54,65.39,68.71,40.62,58.75,57.67,57.30,47.44,73.00,40.87,25.54,3.13
20210448,M,Information Systems,3.06,3,4,2,90.60,72.75,72.75,84.79,78.54,94.56,87.13,91.02,84.58,20.93,90.74,72.94,72.76,71.89,61.69,89.42,75.92,82.85,71.54,4.38,3.39
20210449,F,Computer Science,3.94,2,2,2,78.52,65.07,62.49,72.49,75.70,83.71,76.42,69.67,83.05,49.82,78.56,65.07,62.56,52.55,57.30,70.07,58.40,48.54,68.97,24.82,3.80
20210450,F,Information Systems,3.28,2,3,3,90.20,94.17,76.65,87.96,73.25,88.99,81.95,84.14,89.20,34.70,90.33,94.26,76.82,77.37,53.66,79.19,67.16,70.80,79.57,12.04,3.59
20210451,F,Applied Math,3.50,0,2,3,92.36,90.21,87.55,69.41,56.99,63.65,73.25,67.81,78.30,54.03,92.36,90.23,87.72,48.18,32.48,40.51,53.66,45.98,61.31,29.19,3.61
20210452,F,Information Systems,3.33,2,1,2,66.67,68.62,83.93,60.41,78.77,66.18,62.78,64.50,62.78,44.80,66.77,68.65,83.96,36.49,62.05,43.80,39.41,41.60,39.41,20.07,3.34
20210453,M,Information Systems,3.91,1,4,2,81.21,83.49,75.70,79.23,76.65,76.89,87.34,87.55,80.83,42.29,81.34,83.61,75.89,62.77,58.75,59.12,76.28,76.65,65.33,17.88,3.72
20210454,M,Computer Science,3.22,4,1,1,74.29,74.73,65.07,91.62,90.82,101.27,70.71,76.89,78.07,35.23,74.44,74.79,65.10,83.94,82.48,102.56,50.00,59.12,60.95,12.41,3.48
20210455,F,Information Systems,3.45,1,2,1,62.79,76.18,53.70,64.78,60.11,63.65,68.88,65.90,64.50,42.29,62.95,76.32,53.86,41.96,36.13,40.51,47.44,43.43,41.60,17.88,3.25
20210456,M,Business,4,0,0,2,67.47,63.07,48.71,57.63,57.95,55.70,45.21,53.01,60.71,54.03,67.57,63.08,48.87,33.21,33.58,31.02,20.44,28.10,36.86,29.19,3.58
20210457,F,Information Systems,3.31,0,1,2,68.78,80.15,76.42,38.68,58.88,56.99,68.35,50.18,64.22,64.22,68.91,80.22,76.45,14.96,34.67,32.48,46.72,25.18,41.24,41.24,3.34
20210458,M,Business,3.27,0,1,2,55.84,70.45,69.93,54.37,40.53,47.57,67.81,78.77,69.93,43.98,55.92,70.60,70.10,29.56,16.43,22.63,45.98,62.05,48.90,19.34,3.12
20210459,F,Others,3.38,0,1,1,68.00,46.01,64.22,41.42,42.29,40.53,59.19,60.71,45.61,59.81,68.01,46.13,64.36,17.16,17.88,16.43,35.03,36.86,20.80,35.77,3.10
20210460,M,Information Systems,3.90,2,2,2,80.99,71.22,71.22,84.79,66.45,71.48,84.36,67.81,62.78,20.93,81.10,71.24,71.24,71.89,44.16,51.09,71.17,45.98,39.41,4.38,3.57
20210461,M,Computer Science,3.22,2,3,2,71.84,73.99,65.62,93.20,86.07,82.61,81.50,85.65,91.02,35.23,71.95,74.18,65.67,86.86,74.08,68.24,66.42,73.36,82.85,12.41,3.50
20210462,F,Applied Math,3.05,2,1,4,92.75,84.14,93.59,64.22,68.08,81.72,64.22,75.70,71.74,44.80,92.94,84.15,93.71,41.24,46.35,66.78,41.24,57.30,51.47,20.07,3.22
20210463,F,Applied Math,3.37,2,1,3,95.79,91.82,91.62,64.78,84.14,61.01,78.77,70.45,61.61,42.29,95.98,91.92,91.80,41.96,70.80,37.22,62.05,49.63,37.96,17.88,3.38
20210464,M,Applied Math,3.40,1,1,3,94.09,80.15,76.42,54.03,73.74,67.54,57.95,73.99,78.07,54.71,94.11,80.15,76.47,29.19,54.38,45.62,33.58,54.75,60.95,29.93,3.45
20210465,F,Information Systems,3.13,3,2,2,67.73,82.17,73.25,74.73,77.13,79.00,81.28,73.25,84.14,51.62,67.93,82.32,73.28,55.85,59.49,62.41,66.06,53.66,70.80,26.65,3.31
20210466,M,Applied Math,2.51,0,1,3,67.73,82.24,73.25,74.78,77.14,78.90,81.27,73.19,84.13,51.56,67.95,82.32,73.28,55.88,59.56,62.43,66.10,53.67,70.88,26.56,3.27
20210467,M,Computer Science,2.97,1,4,1,71.09,71.22,64.22,74.73,74.97,72.24,79.00,79.46,78.77,35.23,71.13,71.36,64.38,55.85,56.21,52.19,62.41,63.14,62.05,12.41,3.12
20210468,F,Information Systems,4,2,2,2,65.86,84.36,84.14,76.65,79.46,78.07,84.14,81.05,74.48,40.97,65.93,84.56,84.18,58.75,63.14,60.95,70.80,65.69,55.47,16.79,3.73
20210469,F,Information Systems,3.27,1,4,3,85.51,77.37,94.75,80.83,76.18,69.14,82.61,84.14,87.96,67.00,85.62,77.45,94.79,65.33,58.03,47.80,68.24,70.80,77.37,44.89,3.59
20210470,F,Computer Science,3.45,3,3,1,61.35,80.15,64.78,86.07,80.37,86.50,90.21,75.21,83.71,42.72,61.47,80.28,64.79,74.08,64.59,74.82,81.38,56.57,70.07,18.25,3.66
20210471,F,Information Systems,3.31,0,1,2,68.78,80.15,76.42,38.68,58.88,56.99,68.35,50.18,64.22,64.22,68.86,80.27,76.58,14.96,34.67,32.48,46.72,25.18,41.24,41.24,3.34
20210472,F,Electronic Engineering,3.30,2,2,1,69.82,77.84,65.07,63.36,73.25,75.94,61.01,58.88,81.50,50.18,69.90,78.00,65.26,40.14,53.66,57.67,37.22,34.67,66.42,25.18,3.34
20210473,F,Electronic Engineering,3.24,0,3,0,46.76,65.90,68.62,52.67,56.35,65.35,63.93,77.60,67.81,36.25,46.88,66.04,68.64,27.74,31.75,42.71,40.87,60.22,45.98,13.14,3.04
20210474,M,Applied Math,3.46,4,1,2,91.39,80.37,86.50,76.42,78.30,79.69,67.27,82.61,78.07,0.00,91.57,80.40,86.66,58.40,61.31,63.50,45.25,68.24,60.95,0.00,3.48
20210475,M,Business,3.20,2,1,2,61.35,66.18,76.89,74.97,58.88,69.41,73.99,84.58,74.48,8.54,61.37,66.31,76.95,56.21,34.67,48.18,54.75,71.54,55.47,0.73,3.25
20210476,M,Business,3.15,2,2,0,41.91,47.57,57.31,65.07,65.90,64.50,71.99,84.79,85.22,49.08,42.09,47.58,57.44,42.34,43.43,41.60,51.83,71.89,72.62,24.09,3.23
20210477,F,Computer Science,3.29,2,2,2,81.87,64.22,78.54,89.40,83.49,78.07,78.54,74.24,82.83,35.23,82.00,64.28,78.61,79.92,69.71,60.95,61.69,55.12,68.61,12.41,3.46
20210478,M,Business,3.72,1,1,1,46.37,57.95,52.67,63.65,64.78,51.97,74.48,78.54,71.48,34.17,46.38,57.99,52.71,40.51,41.96,27.01,55.47,61.69,51.09,11.68,3.45
20210479,F,Computer Science,2.97,4,3,1,67.47,68.62,67.00,95.14,91.62,99.27,90.01,73.49,90.42,31.97,67.60,68.79,67.09,90.52,83.94,98.55,81.02,54.01,81.76,10.22,3.41
20210480,F,Computer Science,3.43,4,3,1,67.47,83.71,73.99,89.61,86.50,97.22,78.07,89.40,73.49,0.00,67.56,83.79,74.17,80.30,74.82,94.52,60.95,79.92,54.01,0.00,3.63
20210481,F,Computer Science,3.97,0,2,1,63.92,50.18,52.32,61.01,55.70,56.02,73.49,77.60,58.88,68.62,64.05,50.28,52.43,37.22,31.02,31.38,54.01,60.22,34.67,47.09,3.65
20210482,M,Information Systems,3.03,4,2,2,76.90,85.65,91.42,87.13,82.39,98.34,87.13,78.07,70.45,0.00,76.99,85.84,91.55,75.92,67.88,96.71,75.92,60.95,49.63,0.00,3.40
20210483,M,Electronic Engineering,2.57,1,1,1,70.58,57.63,50.90,61.01,48.71,52.67,72.75,43.98,67.81,51.26,70.77,57.77,50.93,37.22,23.73,27.74,52.93,19.34,45.98,26.28,2.65
20210484,F,Electronic Engineering,2.76,1,4,1,81.65,71.22,81.95,69.93,82.61,82.39,76.18,86.29,82.39,58.88,81.69,71.37,81.98,48.90,68.24,67.88,58.03,74.46,67.88,34.67,3.31
20210485,M,Applied Math,3.13,2,0,2,85.72,86.71,80.37,78.77,78.54,55.04,42.29,50.90,66.45,18.12,85.80,86.87,80.52,62.05,61.69,30.29,17.88,25.91,44.16,3.28,3.13
20210486,F,Information Systems,3.37,4,2,2,79.20,81.50,91.02,94.37,80.60,82.17,81.05,83.49,74.24,8.54,79.36,81.59,91.12,89.06,64.96,67.52,65.69,69.71,55.12,0.73,3.50
20210487,F,Information Systems,4,2,3,2,67.47,79.46,78.77,84.58,89.20,73.00,69.67,74.73,79.92,37.73,67.58,79.54,78.82,71.54,79.57,53.29,48.54,55.85,63.87,14.24,3.92
20210488,M,Liberal Arts,3.11,3,0,2,76.90,63.65,61.90,76.42,88.58,72.49,79.69,69.14,80.60,46.80,77.05,63.77,62.10,58.40,78.46,52.55,63.50,47.80,64.96,21.90,3.34
20210489,F,Applied Math,3.46,2,1,2,89.00,67.81,79.46,68.88,62.78,68.35,60.41,63.07,57.95,0.00,89.18,67.94,79.53,47.44,39.41,46.72,36.49,39.78,33.58,0.00,3.28
20210490,M,Computer Science,3.33,0,3,2,71.59,74.73,65.90,65.90,63.36,69.67,79.69,68.88,76.89,68.88,71.70,74.91,65.97,43.43,40.14,48.54,63.50,47.44,59.12,47.44,3.32
20210491,F,Information Systems,4,2,3,2,67.47,79.46,78.77,84.58,89.20,73.00,69.67,74.73,79.92,37.73,67.53,79.47,78.79,71.54,79.57,53.29,48.54,55.85,63.87,14.24,3.92
20210492,M,Applied Math,3.44,3,1,2,92.94,83.93,88.99,83.71,70.71,82.61,76.65,68.62,75.94,44.39,93.02,84.02,89.17,70.07,50.00,68.24,58.75,47.09,57.67,19.70,3.53
20210493,F,Applied Math,3.07,0,1,2,84.67,61.31,74.48,52.67,61.90,52.32,72.49,45.61,70.97,48.71,84.72,61.45,74.50,27.74,38.32,27.37,52.55,20.80,50.37,23.73,3.11
20210494,M,Business,3.42,4,1,0,56.48,68.08,57.31,84.36,72.49,70.71,82.61,65.90,88.17,32.53,56.52,68.14,57.50,71.17,52.55,50.00,68.24,43.43,77.74,10.58,3.38
20210495,M,Others,3.20,2,2,0,41.48,43.14,70.97,72.49,72.24,61.61,58.57,69.67,60.71,28.34,41.52,43.31,71.06,52.55,52.19,37.96,34.30,48.54,36.86,8.03,3.00
20210496,F,Information Systems,3.14,1,2,2,64.76,78.07,73.49,56.67,63.36,59.50,79.00,61.90,66.45,46.80,64.96,78.14,73.54,32.11,40.14,35.40,62.41,38.32,44.16,21.90,3.28
20210497,M,Electronic Engineering,3.47,3,4,1,84.67,71.99,72.75,89.61,94.37,91.02,95.71,80.37,94.95,18.12,84.72,72.14,72.81,80.30,89.06,82.85,91.60,64.59,90.16,3.28,3.64
20210498,F,Computer Science,3.85,2,4,0,74.29,68.62,62.49,82.61,88.38,92.02,84.58,86.50,93.40,24.16,74.45,68.67,62.54,68.24,78.11,84.68,71.54,74.82,87.24,5.84,3.74
20210499,M,Computer Science,3.02,0,2,0,33.84,44.05,59.92,53.36,70.10,66.87,74.61,81.95,80.70,50.56,34.06,44.03,59.81,28.30,49.28,44.52,55.55,67.15,65.32,25.72,3.14
20210500,F,Others,3.45,0,1,0,58.04,55.37,58.88,50.18,26.33,39.15,63.65,60.11,56.02,59.50,58.11,55.48,59.02,25.18,6.93,15.33,40.51,36.13,31.38,35.40,3.04
20210501,F,Information Systems,3.34,3,3,1,61.35,81.05,85.44,72.24,81.72,76.65,70.19,81.72,71.48,20.04,61.39,81.14,85.58,52.19,66.78,58.75,49.27,66.78,51.09,4.02,3.38
20210502,F,Liberal Arts,3.70,1,1,1,48.27,54.71,61.61,60.41,54.71,63.93,65.90,74.97,72.49,54.37,48.34,54.79,61.74,36.49,29.93,40.87,43.43,56.21,52.55,29.56,3.49
20210503,F,Electronic Engineering,3.34,0,1,1,62.22,49.08,52.32,55.37,34.17,63.36,47.95,41.85,55.04,32.53,62.31,49.10,52.47,30.66,11.68,40.14,22.99,17.51,30.29,10.58,2.82
20210504,F,Liberal Arts,3.34,0,2,0,43.17,48.33,46.40,67.00,42.72,56.67,72.49,84.36,77.13,43.98,43.32,48.39,46.43,44.89,18.25,32.11,52.55,71.17,59.49,19.34,3.21
20210505,F,Computer Science,2.97,4,3,1,67.47,68.62,67.00,95.14,91.62,99.27,90.01,73.49,90.42,31.97,67.52,68.68,67.07,90.52,83.94,98.55,81.02,54.01,81.76,10.22,3.41
20210506,M,Applied Math,3.13,3,1,3,91.19,94.95,89.81,78.77,69.93,88.17,70.45,74.24,75.45,44.80,91.33,95.03,89.92,62.05,48.90,77.74,49.63,55.12,56.93,20.07,3.40
20210507,M,Computer Science,3.60,1,2,1,57.74,59.50,60.41,66.18,81.50,64.50,62.49,74.73,56.02,48.71,57.91,59.69,60.42,43.80,66.42,41.60,39.05,55.85,31.38,23.73,3.30
20210508,F,Business,3.39,3,1,1,72.09,78.30,55.70,77.37,78.30,84.36,80.37,73.25,87.13,41.85,72.22,78.30,55.80,59.86,61.31,71.17,64.59,53.66,75.92,17.51,3.43
20210509,F,Information Systems,3.14,1,2,2,64.76,78.07,73.49,56.67,63.36,59.50,79.00,61.90,66.45,46.80,64.87,78.17,73.62,32.11,40.14,35.40,62.41,38.32,44.16,21.90,3.28
20210510,F,Computer Science,3.22,2,3,1,71.59,64.22,55.04,83.49,91.02,78.30,73.25,80.60,71.22,40.53,71.74,64.42,55.22,69.71,82.85,61.31,53.66,64.96,50.72,16.43,3.41
20210511,F,Computer Science,3.27,1,4,1,72.59,56.99,67.54,74.24,87.34,70.97,71.99,90.21,85.22,67.00,72.73,57.19,67.55,55.12,76.28,50.37,51.83,81.38,72.62,44.89,3.56
20210512,F,Information Systems,3.33,1,2,1,53.88,56.02,66.45,55.04,53.35,77.13,59.50,79.00,78.54,47.95,54.03,56.21,66.49,30.29,28.46,59.49,35.40,62.41,61.69,22.99,3.34
20210513,F,Others,3.31,1,2,0,57.42,48.71,47.18,73.99,56.35,71.74,78.54,76.18,69.67,32.53,57.55,48.83,47.21,54.75,31.75,51.47,61.69,58.03,48.54,10.58,3.14
20210514,F,Applied Math,3.27,3,1,1,69.56,81.05,61.01,84.14,85.86,79.46,68.88,57.31,67.27,33.64,69.75,81.15,61.07,70.80,73.72,63.14,47.44,32.84,45.25,11.32,3.32
20210515,M,Computer Science,3.39,0,1,2,62.50,55.37,77.84,71.48,68.62,63.36,51.97,45.61,53.70,60.11,62.51,55.39,78.02,51.09,47.09,40.14,27.01,20.80,28.84,36.13,3.20
20210516,M,Computer Science,3.18,0,1,2,77.14,53.70,63.93,59.50,51.97,79.23,53.35,72.49,47.18,42.29,77.17,53.75,64.11,35.40,27.01,62.77,28.46,52.55,22.26,17.88,3.21
20210517,M,Applied Math,3.44,3,0,2,77.14,83.05,68.08,84.36,68.88,69.14,64.78,63.36,57.63,29.60,77.19,83.13,68.24,71.17,47.44,47.80,41.96,40.14,33.21,8.76,3.25
20210518,M,Electronic Engineering,2.78,3,3,0,64.20,73.74,52.32,87.55,74.97,77.37,73.25,86.92,73.74,48.71,64.30,73.81,52.32,76.65,56.21,59.86,53.66,75.55,54.38,23.73,3.16
20210519,M,Computer Science,3.92,0,4,2,82.52,68.08,74.24,66.18,64.22,83.27,84.58,73.25,86.71,72.49,82.59,68.13,74.33,43.80,41.24,69.34,71.54,53.66,75.19,52.55,3.86
20210520,M,Computer Science,3.60,1,2,1,57.74,59.50,60.41,66.18,81.50,64.50,62.49,74.73,56.02,48.71,57.80,59.51,60.52,43.80,66.42,41.60,39.05,55.85,31.38,23.73,3.30
20210521,F,Computer Science,3.22,2,3,1,71.59,64.22,55.04,83.49,91.02,78.30,73.25,80.60,71.22,40.53,71.77,64.40,55.20,69.71,82.85,61.31,53.66,64.96,50.72,16.43,3.41
20210522,M,Others,3.19,0,1,2,53.88,54.37,56.99,42.72,60.71,39.15,59.50,65.07,45.21,63.65,54.04,54.53,56.99,18.25,36.86,15.33,35.40,42.34,20.44,40.51,2.96
20210523,F,Information Systems,3.14,1,2,2,64.76,78.07,73.49,56.67,63.36,59.50,79.00,61.90,66.45,46.80,64.95,78.15,73.50,32.11,40.14,35.40,62.41,38.32,44.16,21.90,3.28
